App,Package,Start Time,Duration,Filename
"<System>",,"Sep 3, 2013 @ 11:34:02 AM","4 min 27 sec","Trepn_2013.09.03_113402.db"

Time  [ms],"Percent Battery Remaining [%]",Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"CPU Load [%]",Time  [ms],"Normalized CPU Load [%]",Time  [ms],"CPU0 - Frequency [kHz]",Time  [ms],"CPU1 - Frequency [kHz]",Time  [ms],"Application State",Description,
37103,5.620092852041125E-4,0,0,0,0
38140,5.298013210296631,0,0,0,0
39117,2.577319622039795,0,0,0,0
40078,3.3333332538604736,0,0,0,0
41165,2.752293586730957,0,0,0,0
42196,0.0,0,0,0,0
46193,0.0,0,0,0,0
47214,0.0011055681388825178,0,0,0,0
48219,5.617745919153094E-4,0,0,0,0
49202,2.6315789222717285,0,0,0,0
50186,4.8128342628479,0,0,0,0
51219,3.43137264251709,0,0,0,0
52187,1.0041841268539429,0,0,0,0
53304,0.0,0,0,0,0
54403,14.769975662231445,0,0,0,0
55408,4.900132771581411E-4,0,0,0,0
56416,0.0,0,0,0,0
57486,4.136690616607666,0,0,0,0
58536,7.4162678718566895,0,0,0,0
59490,7.692307472229004,0,0,0,0
60376,1.4981273412704468,0,0,0,0
61442,1.5723270177841187,0,0,0,0
62450,2.7681660652160645,0,0,0,0
63504,0.0,0,0,0,0
64477,6.211180210113525,0,0,0,0
65457,6.795076769776642E-4,0,0,0,0
66478,4.6781086712144315E-4,0,0,0,0
67531,2.941176414489746,0,0,0,0
68552,7.7669901847839355,0,0,0,0
69598,0.7049345374107361,0,0,0,0
70643,3.517587900161743,0,0,0,0
71578,0.0,0,0,0,0
72674,8.416288183070719E-4,0,0,0,0
73627,3.8043477535247803,0,0,0,0
74729,0.0,0,0,0,0
75756,4.893754376098514E-4,0,0,0,0
76732,6.878306865692139,0,0,0,0
77759,2.884615421295166,0,0,0,0
78733,2.74599552154541,0,0,0,0
79745,1.360544204711914,0,0,0,0
80735,0.0,0,0,0,0
81947,3.986135244369507,0,0,0,0
82790,3.7735848426818848,0,0,0,0
83772,5.606790073215961E-4,0,0,0,0
85810,2.667810767889023E-4,0,0,0,0
86839,3.015075445175171,0,0,0,0
87840,2.0202019214630127,0,0,0,0
88836,3.174603223800659,0,0,0,0
89915,0.0,0,0,0,0
90864,0.0021195474546402693,0,0,0,0
91844,0.0,0,0,0,0
93964,0.0,0,0,0,0
94929,2.3809523582458496,0,0,0,0
96056,0.0012714762706309557,0,0,0,0
98916,4.6687477151863277E-4,0,0,0,0
99910,2.0202019214630127,0,0,0,0
100986,3.2558138370513916,0,0,0,0
101914,3.361344575881958,0,0,0,0
102923,1.9801980257034302,0,0,0,0
104013,0.0,0,0,0,0
105008,3.734056663233787E-4,0,0,0,0
105949,2.5316455364227295,0,0,0,0
106972,0.0,0,0,0,0
107963,4.666555905714631E-4,0,0,0,0
108995,2.475247621536255,0,0,0,0
109986,0.0,0,0,0,0
111150,0.0,0,0,0,0
112090,0.0012699122307822108,0,0,0,0
113020,0.0,0,0,0,0
114086,7.017543792724609,0,0,0,0
115016,6.657934281975031E-4,0,0,0,0
116020,4.145077705383301,0,0,0,0
117073,0.0,0,0,0,0
119081,7.615617942065E-4,0,0,0,0
120156,3.296703338623047,0,0,0,0
121166,7.45907542295754E-4,0,0,0,0
122190,3.197674512863159,0,0,0,0
123180,6.282722473144531,0,0,0,0
124169,0.0,0,0,0,0
125315,0.0013053820002824068,0,0,0,0
126233,0.0,0,0,0,0
129180,5.593691021203995E-4,0,0,0,0
130177,2.4390244483947754,0,0,0,0
131164,2.030456781387329,0,0,0,0
132190,2.4509804248809814,0,0,0,0
133224,3.465346574783325,0,0,0,0
134174,0.0,0,0,0,0
136208,0.0,0,0,0,0
137234,3.416149139404297,0,0,0,0
138222,3.1446540355682373,0,0,0,0
139246,7.603836711496115E-4,0,0,0,0
140241,0.0,0,0,0,0
141296,2.676398992538452,0,0,0,0
142369,4.747774600982666,0,0,0,0
143265,0.0017741731135174632,0,0,0,0
144349,6.520951283164322E-4,0,0,0,0
145303,0.0,0,0,0,0
146270,2.8112449645996094,0,0,0,0
147544,8.382229716517031E-4,0,0,0,0
148509,0.798175573348999,0,0,0,0
149520,0.0,0,0,0,0
151530,8.382049854844809E-4,0,0,0,0
152575,1.6348774433135986,0,0,0,0
153569,0.0,0,0,0,0
157570,5.586295737884939E-4,0,0,0,0
158594,2.551020383834839,0,0,0,0
159582,2.659574508666992,0,0,0,0
160513,0.0,0,0,0,0
161570,3.2352941036224365,0,0,0,0
162621,11.428571701049805,0,0,0,0
163609,0.002614903962239623,0,0,0,0
164618,3.04182505607605,0,0,0,0
165635,1.6611295938491821,0,0,0,0
166626,3.2679738998413086,0,0,0,0
167695,0.8695651888847351,0,0,0,0
168618,4.653833748307079E-4,0,0,0,0
169617,2.5641026496887207,0,0,0,0
170639,2.4390244483947754,0,0,0,0
171651,0.0,0,0,0,0
172666,5.058416281826794E-4,0,0,0,0
173711,2.6200873851776123,0,0,0,0
174669,4.651487397495657E-4,0,0,0,0
176786,2.653329283930361E-4,0,0,0,0
177834,2.785515308380127,0,0,0,0
178843,2.6178009510040283,0,0,0,0
179832,0.0,0,0,0,0
180839,4.6495452988892794E-4,0,0,0,0
181844,2.5641026496887207,0,0,0,0
182867,2.3696682453155518,0,0,0,0
183830,2.577319622039795,0,0,0,0
184850,0.4385964870452881,0,0,0,0
185898,0.0,0,0,0,0
188881,0.0,0,0,0,0
189984,2.995391607284546,0,0,0,0
190935,3.1802120208740234,0,0,0,0
191905,0.0010104046668857336,0,0,0,0
192909,4.6468229265883565E-4,0,0,0,0
194029,3.08370041847229,0,0,0,0
194908,0.0,0,0,0,0
198003,7.432291749864817E-4,0,0,0,0
198967,2.577319622039795,0,0,0,0
199907,0.0,0,0,0,0
207091,0.0,0,0,0,0
208204,7.508532524108887,0,0,0,0
209171,34.54545593261719,0,0,0,0
210076,11.30434799194336,0,0,0,0
211011,4.411764621734619,0,0,0,0
212074,3.4582133293151855,0,0,0,0
213084,4.458598613739014,0,0,0,0
214107,0.00159753009211272,0,0,0,0
216140,0.0,0,0,0,0
217064,3.0172414779663086,0,0,0,0
218221,0.0,0,0,0,0
221193,2.646565844770521E-4,0,0,0,0
222179,3.1578948497772217,0,0,0,0
223258,0.0,0,0,0,0
224218,0.0017644804902374744,0,0,0,0
225305,0.0,0,0,0,0
226268,0.0015121463220566511,0,0,0,0
227287,0.0,0,0,0,0
229365,0.0,0,0,0,0
230331,0.0018476572586223483,0,0,0,0
231318,0.0,0,0,0,0
232394,3.6931817531585693,0,0,0,0
233394,0.0011754620354622602,0,0,0,0
234380,0.0,0,0,0,0
235441,4.901960849761963,0,0,0,0
236385,6.26959228515625,0,0,0,0
237360,5.289156106300652E-4,0,0,0,0
238419,0.0,0,0,0,0
239399,0.0012591297272592783,0,0,0,0
240356,0.00788438692688942,0,0,0,0
241365,0.0,0,0,0,0
242411,30.72100257873535,0,0,0,0
243397,0.008140417747199535,0,0,0,0
244386,26.73611068725586,0,0,0,0
245418,0.0,0,0,0,0
246483,22.126436233520508,0,0,0,0
247360,4.4055620674043894E-4,0,0,0,0
248457,6.880733966827393,0,0,0,0
249498,0.0,0,0,0,0
250545,0.001019989955238998,0,0,0,0
251510,0.0,0,0,0,0
252587,4.866179943084717,0,0,0,0
253516,6.648199558258057,0,0,0,0
254569,3.0136985778808594,0,0,0,0
255545,0.002097109565511346,0,0,0,0
256620,0.0,0,0,0,0
257548,19.452054977416992,0,0,0,0
258651,0.0010065273381769657,0,0,0,0
259606,2.96610164642334,0,0,0,0
260597,0.0021318839862942696,0,0,0,0
261611,0.0,0,0,0,0
262635,7.8947367668151855,0,0,0,0
263674,2.4390244483947754,0,0,0,0
264655,3.0701754093170166,0,0,0,0
265683,5.55555534362793,0,0,0,0
266722,9.417040824890137,0,0,0,0

"SIM Tool Kit"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
176638,0.0,0,0,0,0
177657,0.2793295979499817,0,0,0,0
178697,0.0,0,0,0,0
256444,0.0,0,0,0,0
257428,0.25974026322364807,0,0,0,0
258388,0.0,0,0,0,0

"Nfc Service"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
57232,0.0,0,0,0,0
58246,0.26954177021980286,0,0,0,0
59247,0.0,0,0,0,0
256369,0.0,0,0,0,0
257361,0.2610965967178345,0,0,0,0
258358,0.0,0,0,0,0

"Contacts"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
76677,0.0,0,0,0,0
77701,0.4926108419895172,0,0,0,0
78666,0.0,0,0,0,0
209062,0.0,0,0,0,0
209974,7.602339267730713,0,0,0,0
210945,0.0,0,0,0,0
245361,0.0,0,0,0,0
246406,0.5882353186607361,0,0,0,0
247299,0.0011454359628260136,0,0,0,0
248343,0.0,0,0,0,0
251454,0.0,0,0,0,0
252508,0.2469135820865631,0,0,0,0
253436,0.2777777910232544,0,0,0,0
254493,0.0,0,0,0,0

"Chrome"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
521,0.0,0,0,0,0
1552,0.32679739594459534,0,0,0,0
2581,0.0,0,0,0,0
4569,0.0,0,0,0,0
5608,0.4878048896789551,0,0,0,0
6568,0.0,0,0,0,0
7639,0.24752475321292877,0,0,0,0
8568,0.0,0,0,0,0
9615,0.32894736528396606,0,0,0,0
10603,0.5208333134651184,0,0,0,0
11632,0.0,0,0,0,0
16802,4.4653839722741395E-5,0,0,0,0
17681,0.3401360511779785,0,0,0,0
18714,0.5235602259635925,0,0,0,0
19847,0.2450980395078659,0,0,0,0
20843,0.0,0,0,0,0
21757,0.5524861812591553,0,0,0,0
22786,0.0,0,0,0,0
23883,0.09699320793151855,0,0,0,0
24894,0.5128205418586731,0,0,0,0
25820,0.5747126340866089,0,0,0,0
26943,0.0,0,0,0,0
31977,4.4615051592700183E-5,0,0,0,0
32948,0.5263158082962036,0,0,0,0
33993,0.0,0,0,0,0
37014,0.0,0,0,0,0
38041,0.3344481587409973,0,0,0,0
39016,0.0,0,0,0,0
40006,0.5347593426704407,0,0,0,0
41060,0.0,0,0,0,0
42109,0.08038584887981415,0,0,0,0
43095,0.0,0,0,0,0
48109,9.36281358008273E-5,0,0,0,0
49108,0.5235602259635925,0,0,0,0
50093,0.0,0,0,0,0
51121,0.49504950642585754,0,0,0,0
52113,0.0,0,0,0,0
57357,0.0,0,0,0,0
58414,0.2590673565864563,0,0,0,0
59410,8.497815724695101E-5,0,0,0,0
61347,0.0,0,0,0,0
62356,0.34246575832366943,0,0,0,0
63383,0.0,0,0,0,0
64410,0.3058103919029236,0,0,0,0
65397,4.4526233978103846E-5,0,0,0,0
66398,0.0,0,0,0,0
67451,0.4901960790157318,0,0,0,0
68463,0.5050504803657532,0,0,0,0
69506,0.0,0,0,0,0
70534,0.5025125741958618,0,0,0,0
71463,0.0,0,0,0,0
72581,0.0,0,0,0,0
73541,0.5405405163764954,0,0,0,0
74633,0.4651162922382355,0,0,0,0
75659,0.0,0,0,0,0
76654,9.349096944788471E-5,0,0,0,0
77674,0.4878048896789551,0,0,0,0
78640,0.0,0,0,0,0
79668,0.2688172161579132,0,0,0,0
80650,0.0,0,0,0,0
86757,0.0,0,0,0,0
87729,1.0101009607315063,0,0,0,0
88743,0.0,0,0,0,0
94814,0.0,0,0,0,0
95915,0.22624434530735016,0,0,0,0
96809,0.0,0,0,0,0
97824,0.49504950642585754,0,0,0,0
98840,0.25974026322364807,0,0,0,0
99837,0.0,0,0,0,0
100882,0.4672897160053253,0,0,0,0
101840,0.0,0,0,0,0
102860,0.0,0,0,0,0
103891,0.4878048896789551,0,0,0,0
104889,0.20040079951286316,0,0,0,0
105876,0.0,0,0,0,0
106880,0.5405405163764954,0,0,0,0
107876,0.0,0,0,0,0
108884,0.48076921701431274,0,0,0,0
109910,0.5263158082962036,0,0,0,0
111051,0.0,0,0,0,0
113952,0.0,0,0,0,0
114940,0.43290042877197266,0,0,0,0
115926,0.5405405163764954,0,0,0,0
116988,0.0,0,0,0,0
118017,0.19960080087184906,0,0,0,0
118997,0.0,0,0,0,0
130094,0.0,0,0,0,0
131092,0.49751242995262146,0,0,0,0
132111,0.0,0,0,0,0
133107,0.5128205418586731,0,0,0,0
134094,0.0,0,0,0,0
136128,0.0,0,0,0,0
137171,0.2958579957485199,0,0,0,0
138150,8.449528104392812E-5,0,0,0,0
141211,0.0,0,0,0,0
142247,0.30674847960472107,0,0,0,0
143199,8.44826499815099E-5,0,0,0,0
145229,0.0,0,0,0,0
146201,0.3937007784843445,0,0,0,0
147394,0.0,0,0,0,0
157482,0.0,0,0,0,0
158496,0.5181347131729126,0,0,0,0
159489,0.5347593426704407,0,0,0,0
160448,0.0,0,0,0,0
161483,0.0,0,0,0,0
162513,0.2967359125614166,0,0,0,0
163507,0.24330900609493256,0,0,0,0
164524,0.0,0,0,0,0
165552,0.3448275923728943,0,0,0,0
166556,0.0,0,0,0,0
168545,0.0,0,0,0,0
169540,0.5181347131729126,0,0,0,0
170547,0.5076141953468323,0,0,0,0
171559,0.0,0,0,0,0
172566,8.430665184278041E-5,0,0,0,0
173624,0.4219409227371216,0,0,0,0
174597,0.0,0,0,0,0
176695,4.422186248120852E-5,0,0,0,0
177731,0.2793295979499817,0,0,0,0
178770,0.0,0,0,0,0
186790,0.0,0,0,0,0
187757,0.5797101259231567,0,0,0,0
188811,0.0,0,0,0,0
189883,0.2415459007024765,0,0,0,0
190862,0.32894736528396606,0,0,0,0
191828,4.4182161218486726E-5,0,0,0,0
192819,0.0,0,0,0,0
193897,0.4587155878543854,0,0,0,0
194828,0.0,0,0,0,0
197892,0.0,0,0,0,0
198892,0.48543688654899597,0,0,0,0
199823,0.0,0,0,0,0
205940,0.0,0,0,0,0
206965,0.4048582911491394,0,0,0,0
207904,0.0,0,0,0,0
209004,0.0,0,0,0,0
209954,0.28011205792427063,0,0,0,0
210926,0.0,0,0,0,0
211950,0.3058103919029236,0,0,0,0
212992,0.0,0,0,0,0
215996,0.0,0,0,0,0
216984,0.39840638637542725,0,0,0,0
218079,0.0,0,0,0,0
234232,0.0,0,0,0,0
235307,0.2512562870979309,0,0,0,0
236222,0.0,0,0,0,0
252459,0.0,0,0,0,0
253410,0.27100270986557007,0,0,0,0
254473,0.0,0,0,0,0
256515,0.0,0,0,0,0
257463,0.25974026322364807,0,0,0,0
258463,0.0,0,0,0,0

"Package Access Helper"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
239235,5.875948700122535E-4,0,0,0,0
240233,0.0019478622125461698,0,0,0,0
241237,0.0,0,0,0,0

"Clock"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
408,1.3408665836323053E-4,0,0,0,0
1447,0.9646302461624146,0,0,0,0
2478,0.0,0,0,0,0
4452,1.877340255305171E-4,0,0,0,0
5483,1.4492753744125366,0,0,0,0
6482,1.0309277772903442,0,0,0,0
7498,0.0,0,0,0,0
8481,1.3400663738138974E-4,0,0,0,0
9509,0.9966777563095093,0,0,0,0
10521,1.5151515007019043,0,0,0,0
11522,0.9950248599052429,0,0,0,0
12573,0.0,0,0,0,0
13555,2.8129658312536776E-4,0,0,0,0
14562,1.0101009607315063,0,0,0,0
15684,0.0,0,0,0,0
16642,1.7861473315861076E-4,0,0,0,0
17605,0.9803921580314636,0,0,0,0
18625,1.5625,0,0,0,0
19701,1.0050251483917236,0,0,0,0
20714,2.0512821674346924,0,0,0,0
21667,1.5873016119003296,0,0,0,0
22680,0.6024096608161926,0,0,0,0
23787,0.3861003816127777,0,0,0,0
24783,1.5625,0,0,0,0
25724,1.6949152946472168,0,0,0,0
26831,0.48426151275634766,0,0,0,0
27856,0.0,0,0,0,0
28836,2.811816520988941E-4,0,0,0,0
29843,2.0618555545806885,0,0,0,0
30875,0.0,0,0,0,0
31857,1.784592604963109E-4,0,0,0,0
32869,2.09424090385437,0,0,0,0
33870,2.040816307067871,0,0,0,0
34933,1.4150943756103516,0,0,0,0
35914,0.0,0,0,0,0
36924,2.8099780320189893E-4,0,0,0,0
37948,0.6644518375396729,0,0,0,0
38926,1.5706806182861328,0,0,0,0
39927,1.0416666269302368,0,0,0,0
40973,1.932367205619812,0,0,0,0
42016,0.24115756154060364,0,0,0,0
42997,0.6944444179534912,0,0,0,0
43988,0.0,0,0,0,0
44987,6.804786971770227E-4,0,0,0,0
45998,15.436241149902344,0,0,0,0
47009,5.813953399658203,0,0,0,0
48028,9.362708660773933E-4,0,0,0,0
49019,3.6458332538604736,0,0,0,0
50007,4.278074741363525,0,0,0,0
51041,4.5,0,0,0,0
52033,0.0,0,0,0,0
57256,0.0,0,0,0,0
58268,2.6881721019744873,0,0,0,0
59302,0.0020932997576892376,0,0,0,0
60216,0.0,0,0,0,0
61241,20.73578643798828,0,0,0,0
62250,21.140939712524414,0,0,0,0
63285,0.007017491385340691,0,0,0,0
64321,0.0,0,0,0,0
65309,1.3357792340684682E-4,0,0,0,0
66306,1.0526316165924072,0,0,0,0
67368,1.4634146690368652,0,0,0,0
68366,1.9900497198104858,0,0,0,0
69369,0.3048780560493469,0,0,0,0
70388,2.0512821674346924,0,0,0,0
71368,0.0,0,0,0,0
72505,3.7404571776278317E-4,0,0,0,0
73439,1.685393214225769,0,0,0,0
74543,2.2831051349639893,0,0,0,0
75510,0.0,0,0,0,0
76542,3.739589883480221E-4,0,0,0,0
77582,2.3923444747924805,0,0,0,0
78541,0.6880733966827393,0,0,0,0
79523,0.5471956133842468,0,0,0,0
80512,1.5789474248886108,0,0,0,0
81568,0.0,0,0,0,0
83582,0.0,0,0,0,0
84593,1.5306122303009033,0,0,0,0
85640,0.390625,0,0,0,0
86632,1.0526316165924072,0,0,0,0
87657,1.492537260055542,0,0,0,0
88636,1.5873016119003296,0,0,0,0
89696,1.4634146690368652,0,0,0,0
90677,0.0,0,0,0,0
91666,1.6957285697571933E-4,0,0,0,0
92660,0.650759220123291,0,0,0,0
93713,0.0,0,0,0,0
94696,3.390862257219851E-4,0,0,0,0
95761,0.6928406357765198,0,0,0,0
96736,2.801570517476648E-4,0,0,0,0
97721,1.5463917255401611,0,0,0,0
98723,0.5194805264472961,0,0,0,0
99727,1.5463917255401611,0,0,0,0
100760,0.9523809552192688,0,0,0,0
101743,0.6122449040412903,0,0,0,0
102746,1.5,0,0,0,0
103782,1.5075377225875854,0,0,0,0
104789,0.5976095795631409,0,0,0,0
105767,0.6230529546737671,0,0,0,0
106742,1.6129032373428345,0,0,0,0
107748,0.5333333611488342,0,0,0,0
108779,1.4492753744125366,0,0,0,0
109765,1.6042780876159668,0,0,0,0
110877,0.0,0,0,0,0
111839,0.16120365262031555,0,0,0,0
112817,0.0,0,0,0,0
113821,1.331700332229957E-4,0,0,0,0
114827,0.6535947918891907,0,0,0,0
115825,1.0362694263458252,0,0,0,0
116873,1.477832555770874,0,0,0,0
117879,1.0060361623764038,0,0,0,0
118919,0.0,0,0,0,0
121944,1.3309282076079398E-4,0,0,0,0
122989,1.470588207244873,0,0,0,0
123978,0.0,0,0,0,0
129010,1.330348604824394E-4,0,0,0,0
129994,0.9950248599052429,0,0,0,0
131002,1.492537260055542,0,0,0,0
132036,0.9708737730979919,0,0,0,0
133014,1.5544041395187378,0,0,0,0
133999,0.0,0,0,0,0
136018,0.0,0,0,0,0
137083,0.9009009003639221,0,0,0,0
138051,2.5348414783366024E-4,0,0,0,0
139047,0.460829496383667,0,0,0,0
140079,0.0,0,0,0,0
141119,0.49751242995262146,0,0,0,0
142125,0.9463722109794617,0,0,0,0
143105,1.6896272427402437E-4,0,0,0,0
144103,2.794695901684463E-4,0,0,0,0
145139,1.5706806182861328,0,0,0,0
146117,0.0,0,0,0,0
147233,1.5060241222381592,0,0,0,0
148321,0.0,0,0,0,0
149341,1.2396694421768188,0,0,0,0
150279,2.533131337258965E-4,0,0,0,0
152300,0.0,0,0,0,0
153301,1.4388489723205566,0,0,0,0
154351,2.7934598620049655E-4,0,0,0,0
157377,2.7930905343964696E-4,0,0,0,0
158385,1.5544041395187378,0,0,0,0
159365,1.0810810327529907,0,0,0,0
160380,0.0,0,0,0,0
161404,1.2307692766189575,0,0,0,0
162384,0.9202454090118408,0,0,0,0
163417,0.746268630027771,0,0,0,0
164439,1.6871729167178273E-4,0,0,0,0
165412,1.0526316165924072,0,0,0,0
166450,0.9463722109794617,0,0,0,0
167475,0.0,0,0,0,0
168461,8.84980836417526E-5,0,0,0,0
169442,1.5706806182861328,0,0,0,0
170445,0.9852216839790344,0,0,0,0
171480,0.0,0,0,0,0
172478,1.6861245967447758E-4,0,0,0,0
173496,1.7777777910232544,0,0,0,0
174497,1.8605482182465494E-4,0,0,0,0
176611,1.3266493624541909E-4,0,0,0,0
177586,0.8620689511299133,0,0,0,0
178639,1.5,0,0,0,0
179632,0.0,0,0,0,0
180670,2.789675199892372E-4,0,0,0,0
181642,1.063829779624939,0,0,0,0
182690,1.4285714626312256,0,0,0,0
183664,1.470588207244873,0,0,0,0
184644,0.0,0,0,0,0
186697,0.0,0,0,0,0
187670,1.1461317539215088,0,0,0,0
188724,0.5347593426704407,0,0,0,0
189734,0.7575757503509521,0,0,0,0
190766,2.5259944959543645E-4,0,0,0,0
191728,1.858666946645826E-4,0,0,0,0
192705,1.0101009607315063,0,0,0,0
193744,0.930232584476471,0,0,0,0
194741,0.0,0,0,0,0
195743,1.3249911717139184E-4,0,0,0,0
196754,1.0,0,0,0,0
197748,0.7936508059501648,0,0,0,0
198795,1.4492753744125366,0,0,0,0
199715,0.0,0,0,0,0
200784,1.2931034564971924,0,0,0,0
201749,0.0,0,0,0,0
204784,8.828712452668697E-5,0,0,0,0
205811,0.9063444137573242,0,0,0,0
206834,1.08695650100708,0,0,0,0
207813,0.5025125741958618,0,0,0,0
208830,0.0,0,0,0,0
210836,0.0,0,0,0,0
211856,0.9202454090118408,0,0,0,0
212915,0.9009009003639221,0,0,0,0
213941,2.5223754346370697E-4,0,0,0,0
214915,1.8569291569292545E-4,0,0,0,0
215923,1.477832555770874,0,0,0,0
216909,0.5291005373001099,0,0,0,0
217920,1.244813323020935,0,0,0,0
218985,0.3416856527328491,0,0,0,0
219982,0.0,0,0,0,0
221014,8.821800292935222E-5,0,0,0,0
222007,1.5544041395187378,0,0,0,0
223092,0.0,0,0,0,0
224013,1.3230628974270076E-4,0,0,0,0
225045,1.4388489723205566,0,0,0,0
226064,0.0,0,0,0,0
230087,1.6796673298813403E-4,0,0,0,0
231136,0.9677419066429138,0,0,0,0
232181,2.7825080906040967E-4,0,0,0,0
233179,0.0,0,0,0,0
234137,1.1494252681732178,0,0,0,0
235229,0.9708737730979919,0,0,0,0
236139,0.6230529546737671,0,0,0,0
237183,1.7630092042963952E-4,0,0,0,0
240158,1.8551138055045158E-4,0,0,0,0
241190,1.0204081535339355,0,0,0,0
242203,0.5226480960845947,0,0,0,0
243229,0.0,0,0,0,0
244204,1.0489510297775269,0,0,0,0
245232,0.0,0,0,0,0
246263,0.598802387714386,0,0,0,0
247211,1.3216341903898865E-4,0,0,0,0
248250,1.4354066848754883,0,0,0,0
249300,0.0,0,0,0,0
254389,1.6776961274445057E-4,0,0,0,0
255349,0.5235602259635925,0,0,0,0
