App,Package,Start Time,Duration,Filename
"<System>",,"Sep 3, 2013 @ 11:34:02 AM","4 min 27 sec","Trepn_2013.09.03_113402.db"

Time  [ms],"Percent Battery Remaining [%]",Time  [ms],"Battery Status",Time  [ms],"Battery Power [uW]",Time  [ms],"CPU Load [%]",Time  [ms],"Normalized CPU Load [%]",Time  [ms],"CPU0 - Frequency [kHz]",Time  [ms],"CPU1 - Frequency [kHz]",Time  [ms],"Application State",Description,
244432,23,244390,0,247154,299862,247152,100,247150,34,247152,1512000,247146,1458000,245825,112,S-GooglePlaySession1,
244443,23,244436,0,247391,111120,247384,80,247377,39,247385,594000,247363,1512000,245925,112,S-GooglePlaySession1,
244467,23,244461,0,247421,193223,247418,100,247415,37,247419,1512000,247392,1512000,246035,112,S-GooglePlaySession1,
244568,23,244562,0,247457,284013,247454,71,247452,40,247455,1512000,247448,1512000,246088,112,S-GooglePlaySession1,
244668,23,244662,0,247556,0,247554,27,247553,13,247555,1512000,247549,1512000,246488,112,S-GooglePlaySession1,
244768,23,244763,0,247656,0,247654,10,247653,4,247655,1512000,247649,1512000,246506,112,S-GooglePlaySession1,
244870,23,244865,0,247833,0,247831,32,247828,6,247832,384000,247750,1512000,246520,112,S-GooglePlaySession1,
244978,23,244966,0,247860,0,247857,66,247855,16,247858,384000,247851,1512000,246569,112,S-GooglePlaySession1,
245072,23,245066,0,247970,0,247968,21,247966,4,247968,384000,247956,486000,246640,112,S-GooglePlaySession1,
245183,22,245172,0,248059,0,248057,33,248055,10,248057,384000,248051,1512000,246740,112,S-GooglePlaySession1,
245192,22,245183,0,248208,0,248172,18,248165,4,248174,384000,248151,1512000,246844,112,S-GooglePlaySession1,
245488,22,245481,0,248489,1266132,248486,0,248483,39,248487,1512000,248475,1512000,246946,112,S-GooglePlaySession1,
245500,22,245493,0,248547,1269524,248545,90,248543,100,248545,1512000,248490,1512000,247046,112,S-GooglePlaySession1,
245534,22,245520,0,248575,1994050,248572,87,248569,88,248572,1512000,248553,1512000,247146,112,S-GooglePlaySession1,
245635,22,245621,0,248600,1222944,248596,78,248594,89,248598,1512000,248576,1512000,247363,112,S-GooglePlaySession1,
245729,22,245724,0,248709,1690821,248706,67,248704,64,248707,1512000,248658,1512000,247392,112,S-GooglePlaySession1,
245829,22,245824,0,248775,829876,248769,47,248765,48,248772,1512000,248758,1350000,247449,112,S-GooglePlaySession1,
245933,22,245924,0,248882,722324,248878,46,248875,30,248879,1512000,248860,1026000,247549,112,S-GooglePlaySession1,
246039,22,246034,0,249020,393632,249017,0,249010,28,249018,1512000,248962,1026000,247649,112,S-GooglePlaySession1,
246094,22,246087,0,249072,931204,249069,40,249067,38,249069,1512000,249062,1512000,247751,112,S-GooglePlaySession1,
246494,22,246487,0,249175,585141,249172,48,249169,27,249173,1026000,249162,1134000,247851,112,S-GooglePlaySession1,
246515,22,246504,0,249515,781258,249512,75,249510,42,249513,1026000,249504,1512000,247957,112,S-GooglePlaySession1,
246563,22,246519,0,249531,226253,249528,50,249526,41,249529,1026000,249520,1512000,248051,112,S-GooglePlaySession1,
246576,22,246568,0,249582,200095,249579,73,249577,25,249580,1026000,249533,1512000,248152,112,S-GooglePlaySession1,
246647,22,246639,0,249598,585760,249594,80,249590,39,249595,1026000,249583,1512000,248476,112,S-GooglePlaySession1,
246799,22,246739,0,249689,799204,249685,59,249683,30,249686,1026000,249676,1512000,248490,112,S-GooglePlaySession1,
246856,22,246843,0,249796,220715,249792,55,249788,23,249793,1026000,249776,1026000,248553,112,S-GooglePlaySession1,
246964,22,246944,0,249889,521619,249886,74,249884,34,249887,1026000,249876,1512000,248577,112,S-GooglePlaySession1,
247054,22,247045,0,249991,161770,249987,22,249985,10,249988,1026000,249977,1026000,248658,112,S-GooglePlaySession1,
247150,22,247145,0,250091,0,250088,21,250085,9,250088,1026000,250077,1026000,248759,112,S-GooglePlaySession1,
247380,22,247363,0,250246,0,250242,0,250190,7,250243,1026000,250178,1026000,248861,112,S-GooglePlaySession1,
247417,22,247391,0,250293,0,250289,37,250286,16,250290,1026000,250279,1026000,248962,112,S-GooglePlaySession1,
247453,22,247448,0,250650,1007237,250646,0,250643,35,250647,1512000,250576,1512000,249062,112,S-GooglePlaySession1,
247553,22,247548,0,250674,496273,250671,80,250669,50,250672,1512000,250651,1512000,249163,112,S-GooglePlaySession1,
247653,22,247648,0,250688,681921,250685,87,250681,50,250685,1512000,250675,1512000,249504,112,S-GooglePlaySession1,
247829,22,247749,0,250779,1668357,250777,97,250775,58,250777,1512000,250689,1512000,249520,112,S-GooglePlaySession1,
247856,22,247850,0,250801,1136505,250797,62,250795,94,250798,1512000,250788,1512000,249533,112,S-GooglePlaySession1,
247967,22,247950,0,250899,1564898,250896,62,250894,62,250897,1512000,250888,1512000,249584,112,S-GooglePlaySession1,
248056,22,248051,0,251050,991930,251047,71,251045,61,251048,1512000,250991,1242000,249676,112,S-GooglePlaySession1,
248166,22,248151,0,251102,703755,251099,52,251097,49,251100,1512000,251091,1512000,249776,112,S-GooglePlaySession1,
248483,22,248475,0,251206,435844,251203,47,251200,27,251204,1026000,251192,1512000,249877,112,S-GooglePlaySession1,
248543,22,248489,0,251318,811062,251315,70,251313,55,251316,1026000,251293,1512000,249977,112,S-GooglePlaySession1,
248569,22,248552,0,251567,1023688,251563,83,251561,77,251564,1026000,251520,1512000,250078,112,S-GooglePlaySession1,
248595,22,248576,0,251583,872768,251580,75,251578,66,251581,1026000,251568,1512000,250178,112,S-GooglePlaySession1,
248705,22,248657,0,251611,939374,251608,75,251605,61,251609,1026000,251594,1512000,250280,112,S-GooglePlaySession1,
248765,22,248757,0,251789,731422,251784,68,251779,41,251786,384000,251695,1512000,250576,112,S-GooglePlaySession1,
248876,22,248858,0,251829,853818,251824,75,251816,59,251826,384000,251795,1512000,250651,112,S-GooglePlaySession1,
249011,22,248960,0,251923,831484,251918,67,251913,50,251919,1026000,251896,1512000,250675,112,S-GooglePlaySession1,
249067,22,249061,0,252060,1003246,252057,77,252055,61,252058,1026000,251997,1512000,250689,112,S-GooglePlaySession1,
249170,22,249162,0,252107,883713,252105,31,252103,54,252105,1512000,252097,1512000,250788,112,S-GooglePlaySession1,
249510,22,249503,0,252223,480899,252219,36,252214,27,252220,1512000,252198,1026000,250889,112,S-GooglePlaySession1,
249527,22,249517,0,252359,523359,252356,0,252314,27,252357,1026000,252298,1512000,250994,112,S-GooglePlaySession1,
249577,22,249532,0,252607,1949426,252603,0,252601,62,252604,1512000,252592,1512000,251043,113,E-GooglePlaySession1,
249591,22,249582,0,252654,2340603,252650,87,252647,100,252652,1512000,252609,1512000,251091,113,E-GooglePlaySession1,
249683,22,249675,0,252668,1414259,252665,85,252662,90,252665,1512000,252655,1512000,251192,113,E-GooglePlaySession1,
249788,22,249775,0,252686,1598222,252683,100,252679,75,252684,1512000,252670,1512000,251294,113,E-GooglePlaySession1,
249884,22,249875,0,252782,2610746,252779,89,252774,89,252780,1512000,252762,1512000,251520,113,E-GooglePlaySession1,
249985,22,249976,0,252874,1245125,252871,65,252869,69,252872,1512000,252862,1512000,251568,113,E-GooglePlaySession1,
250086,22,250076,0,252979,1322543,252976,76,252973,70,252976,1026000,252963,1458000,251594,113,E-GooglePlaySession1,
250191,22,250177,0,253088,2276363,253082,61,253078,48,253083,1026000,253063,1026000,251698,113,E-GooglePlaySession1,
250287,22,250278,0,253197,1248838,253191,87,253183,70,253193,1512000,253164,1512000,251796,113,E-GooglePlaySession1,
250645,22,250568,0,253314,1259356,253311,79,253277,67,253312,1512000,253265,1512000,251897,113,E-GooglePlaySession1,
250669,22,250650,0,253540,1520526,253537,85,253535,75,253538,1350000,253520,1512000,251998,113,E-GooglePlaySession1,
250682,22,250674,0,253577,1591449,253574,93,253572,89,253575,1512000,253542,1512000,252097,113,E-GooglePlaySession1,
250775,22,250688,0,253592,1612416,253589,75,253587,85,253590,1512000,253579,1512000,252199,113,E-GooglePlaySession1,
250795,22,250787,0,253680,2387819,253678,57,253675,55,253678,1512000,253668,1512000,252298,113,E-GooglePlaySession1,
250895,22,250888,0,253781,2119934,253778,55,253776,53,253779,1512000,253768,1512000,252593,113,E-GooglePlaySession1,
251046,22,250989,0,253896,1101346,253893,0,253887,39,253894,1512000,253871,1512000,252609,113,E-GooglePlaySession1,
251098,22,251090,0,253988,1781184,253983,63,253980,35,253984,1026000,253972,1512000,252655,113,E-GooglePlaySession1,
251200,22,251191,0,254111,277475,254108,75,254102,39,254109,1026000,254070,1512000,252671,113,E-GooglePlaySession1,
251314,22,251292,0,254190,513844,254184,56,254181,34,254185,1512000,254170,1026000,252762,113,E-GooglePlaySession1,
251562,22,251519,0,254285,1625357,254282,53,254279,26,254283,1512000,254272,1026000,252863,113,E-GooglePlaySession1,
251578,22,251567,0,254591,882245,254585,0,254583,49,254586,1512000,254577,1512000,252963,113,E-GooglePlaySession1,
251606,22,251593,0,254607,889203,254604,50,254602,50,254605,1512000,254593,1512000,253064,113,E-GooglePlaySession1,
251780,22,251694,0,254649,1823645,254647,56,254644,58,254647,1512000,254625,1512000,253165,113,E-GooglePlaySession1,
251819,22,251794,0,254740,583499,254735,37,254733,39,254736,1512000,254725,1242000,253266,113,E-GooglePlaySession1,
251914,22,251895,0,254839,409051,254835,0,254833,33,254836,1512000,254827,1026000,253520,113,E-GooglePlaySession1,
252056,22,251996,0,254981,1076028,254977,82,254974,50,254977,1242000,254928,1512000,253542,113,E-GooglePlaySession1,
252103,22,252096,0,255042,1003399,255036,65,255034,55,255037,1242000,255029,1512000,253580,113,E-GooglePlaySession1,
252215,22,252197,0,255149,1660146,255145,63,255142,43,255146,1026000,255132,1026000,253668,113,E-GooglePlaySession1,
252315,22,252297,0,255247,613170,255244,64,255240,41,255245,1026000,255232,1026000,253769,113,E-GooglePlaySession1,
252602,22,252592,0,255567,2007210,255564,79,255558,50,255565,1512000,255550,1134000,253874,113,E-GooglePlaySession1,
252648,22,252608,0,255611,842185,255608,91,255604,25,255608,1512000,255569,1512000,253973,113,E-GooglePlaySession1,
252663,22,252655,0,255622,2210194,255620,60,255618,55,255620,1512000,255612,1512000,254072,113,E-GooglePlaySession1,
252680,22,252668,0,255645,1157291,255642,85,255640,50,255642,1512000,255633,1512000,254170,113,E-GooglePlaySession1,
252775,22,252761,0,255747,510369,255744,45,255740,32,255744,1350000,255733,1350000,254273,113,E-GooglePlaySession1,
252869,22,252862,0,255852,1193683,255848,65,255845,35,255849,1026000,255834,1242000,254578,113,E-GooglePlaySession1,
252974,22,252962,0,255953,1105045,255949,55,255945,22,255950,1026000,255934,1026000,254593,113,E-GooglePlaySession1,
253079,22,253062,0,256051,1104112,256047,70,256044,26,256048,1026000,256035,1026000,254625,113,E-GooglePlaySession1,
253184,22,253163,0,256183,1788394,256180,0,256178,33,256181,1026000,256135,1026000,254726,113,E-GooglePlaySession1,
253277,22,253264,0,256247,593851,256244,60,256242,44,256245,1026000,256236,1026000,254827,113,E-GooglePlaySession1,
253535,22,253519,0,256349,451928,256346,45,256344,21,256347,1026000,256337,1026000,254929,113,E-GooglePlaySession1,
253573,22,253541,0,256637,2749953,256635,92,256633,76,256635,1512000,256626,1512000,255029,113,E-GooglePlaySession1,
253587,22,253578,0,256694,1905726,256691,86,256651,75,256692,1512000,256638,1512000,255133,113,E-GooglePlaySession1,
253675,22,253667,0,256710,1840208,256707,85,256705,86,256708,1512000,256695,1512000,255232,113,E-GooglePlaySession1,
253777,22,253768,0,256753,2001666,256750,83,256748,91,256751,1512000,256740,1512000,255550,113,E-GooglePlaySession1,
253888,22,253868,0,256884,1228881,256881,72,256851,70,256882,1512000,256842,1512000,255569,113,E-GooglePlaySession1,
253980,22,253968,0,256953,949619,256951,35,256949,47,256951,1512000,256943,1350000,255613,113,E-GooglePlaySession1,
254107,22,254069,0,257072,0,257069,56,257067,28,257070,1026000,257045,1026000,255633,113,E-GooglePlaySession1,
254182,22,254169,0,257163,0,257159,28,257156,22,257160,1026000,257144,1026000,255733,113,E-GooglePlaySession1,
254280,22,254271,0,257293,738996,257288,67,257277,31,257291,1026000,257247,1512000,255834,113,E-GooglePlaySession1,
254584,22,254576,0,257588,859704,257586,86,257584,85,257586,1512000,257552,1512000,255935,113,E-GooglePlaySession1,
254602,22,254592,0,257601,1273241,257598,66,257596,66,257599,1512000,257589,1512000,256035,113,E-GooglePlaySession1,
254645,22,254624,0,257617,1206212,257614,83,257610,87,257615,1512000,257602,1512000,256136,113,E-GooglePlaySession1,
254733,22,254724,0,257668,944350,257661,53,257659,60,257662,1512000,257648,1512000,256236,113,E-GooglePlaySession1,
254834,22,254826,0,257761,0,257758,25,257756,24,257759,1458000,257749,1512000,256337,113,E-GooglePlaySession1,
254974,22,254927,0,257866,52582,257864,0,257855,6,257864,1512000,257849,1512000,256626,113,E-GooglePlaySession1,
255035,22,255028,0,257958,0,257955,0,257954,23,257956,1350000,257949,1512000,256639,113,E-GooglePlaySession1,
255142,22,255130,0,258059,0,258056,14,258054,8,258057,1512000,258050,1512000,256696,113,E-GooglePlaySession1,
255150,22,255150,0,258160,0,258158,21,258155,10,258158,1512000,258150,1512000,256741,113,E-GooglePlaySession1,
255242,22,255230,0,258279,0,258268,57,258257,22,258269,1512000,258251,384000,256793,114,E-ProfessionalGeneralProfile,
255558,22,255549,0,258679,0,258668,0,258666,37,258668,1512000,258660,1512000,256843,114,E-ProfessionalGeneralProfile,
255604,22,255568,0,258715,206426,258712,78,258709,62,258713,1026000,258680,1512000,256943,114,E-ProfessionalGeneralProfile,
255618,22,255612,0,258725,0,258723,66,258721,50,258723,1026000,258716,1458000,257046,114,E-ProfessionalGeneralProfile,
255640,22,255632,0,258738,0,258735,50,258733,49,258736,1026000,258726,1458000,257145,114,E-ProfessionalGeneralProfile,
255741,22,255732,0,258776,0,258773,60,258770,33,258774,486000,258755,1458000,257248,114,E-ProfessionalGeneralProfile,
255845,22,255833,0,258868,214149,258864,74,258861,42,258865,1512000,258856,384000,257553,114,E-ProfessionalGeneralProfile,
255946,22,255933,0,258978,0,258973,43,258967,28,258974,384000,258956,384000,257590,114,E-ProfessionalGeneralProfile,
256045,22,256034,0,259104,0,259091,0,259083,27,259093,384000,259057,384000,257602,114,E-ProfessionalGeneralProfile,
256179,22,256134,0,259206,0,259201,77,259173,18,259203,1512000,259158,384000,257653,114,E-ProfessionalGeneralProfile,
256243,22,256235,0,259265,0,259263,69,259261,34,259263,1512000,259257,1512000,257749,114,E-ProfessionalGeneralProfile,
256344,22,256336,0,259650,0,259648,0,259646,22,259648,1512000,259611,1512000,257849,114,E-ProfessionalGeneralProfile,
256633,22,256625,0,259660,0,259658,25,259656,31,259658,1512000,259651,1512000,257950,114,E-ProfessionalGeneralProfile,
256652,22,256638,0,259670,0,259668,50,259666,25,259668,1512000,259661,1512000,258050,114,E-ProfessionalGeneralProfile,
256705,22,256695,0,259682,51885,259680,66,259677,37,259680,1512000,259671,1512000,258150,114,E-ProfessionalGeneralProfile,
256748,22,256739,0,259784,62031,259781,53,259770,33,259781,1134000,259764,1512000,258252,114,E-ProfessionalGeneralProfile,
256852,22,256842,0,259873,576606,259870,0,259868,48,259871,1512000,259862,1512000,258661,114,E-ProfessionalGeneralProfile,
256949,22,256942,0,259992,555848,259982,42,259973,32,259983,1026000,259963,1026000,258680,114,E-ProfessionalGeneralProfile,
257067,22,257043,0,260080,170504,260077,48,260074,40,260078,1026000,260066,1026000,258716,114,E-ProfessionalGeneralProfile,
257157,22,257143,0,260180,0,260177,5,260175,3,260177,1026000,260167,1026000,258726,114,E-ProfessionalGeneralProfile,
257280,22,257245,0,260290,59930,260286,0,260282,2,260288,1026000,260267,1026000,258756,114,E-ProfessionalGeneralProfile,
257584,22,257552,0,260610,110740,260607,64,260605,26,260608,1512000,260600,1512000,258856,114,E-ProfessionalGeneralProfile,
257596,22,257589,0,260652,158621,260649,66,260622,25,260649,1512000,260610,1512000,258957,114,E-ProfessionalGeneralProfile,
257611,22,257601,0,260661,117409,260659,0,260657,31,260659,1512000,260653,1512000,259058,114,E-ProfessionalGeneralProfile,
257659,22,257648,0,260678,0,260676,25,260674,0,260676,1512000,260669,1512000,259158,114,E-ProfessionalGeneralProfile,
257757,22,257748,0,260784,1118364,260781,30,260778,15,260782,1026000,260770,1512000,259257,114,E-ProfessionalGeneralProfile,
257862,22,257848,0,260912,186745,260885,60,260878,23,260886,1026000,260870,1026000,259612,114,E-ProfessionalGeneralProfile,
257954,22,257949,0,260983,1121052,260980,66,260978,29,260981,1350000,260970,1026000,259651,114,E-ProfessionalGeneralProfile,
258055,22,258049,0,261092,786654,261086,50,261083,19,261087,1026000,261071,1026000,259661,114,E-ProfessionalGeneralProfile,
258155,22,258149,0,261184,207614,261181,41,261179,16,261182,1512000,261175,1512000,259672,114,E-ProfessionalGeneralProfile,
258258,22,258250,0,261282,141128,261280,60,261278,29,261280,1242000,261273,1458000,259764,114,E-ProfessionalGeneralProfile,
258666,22,258658,0,261629,0,261626,0,261624,28,261627,1026000,261616,1026000,259862,114,E-ProfessionalGeneralProfile,
258709,22,258680,0,261666,119005,261663,50,261661,33,261664,1026000,261631,1026000,259963,114,E-ProfessionalGeneralProfile,
258721,22,258715,0,261680,0,261677,20,261674,16,261677,1026000,261667,1026000,260067,114,E-ProfessionalGeneralProfile,
258734,22,258725,0,261695,58024,261690,33,261687,16,261693,1026000,261681,1026000,260167,114,E-ProfessionalGeneralProfile,
258771,22,258755,0,261861,0,261858,0,261853,4,261859,1026000,261778,1026000,260268,114,E-ProfessionalGeneralProfile,
258862,22,258855,0,261891,0,261887,33,261885,16,261888,1512000,261879,1026000,260601,114,E-ProfessionalGeneralProfile,
258968,22,258955,0,261994,276842,261988,60,261986,24,261990,1026000,261979,1026000,260611,114,E-ProfessionalGeneralProfile,
259084,22,259056,0,262093,508155,262089,76,262086,32,262091,1512000,262082,1512000,260653,114,E-ProfessionalGeneralProfile,
259180,22,259156,0,262202,679202,262198,42,262194,15,262199,1026000,262183,1026000,260670,114,E-ProfessionalGeneralProfile,
259262,22,259256,0,262298,698915,262295,57,262289,20,262295,1026000,262283,1026000,260770,114,E-ProfessionalGeneralProfile,
259646,22,259611,0,262684,1272630,262682,0,262680,25,262682,1512000,262645,1512000,260871,114,E-ProfessionalGeneralProfile,
259656,22,259650,0,262696,252313,262693,50,262690,25,262694,1512000,262685,1512000,260971,114,E-ProfessionalGeneralProfile,
259666,22,259660,0,262706,1270346,262704,33,262702,33,262704,1512000,262697,1512000,261076,114,E-ProfessionalGeneralProfile,
259678,22,259670,0,262774,353434,262771,41,262769,25,262772,384000,262709,1512000,261175,114,E-ProfessionalGeneralProfile,
259779,22,259761,0,262784,217170,262782,71,262780,32,262782,384000,262775,486000,261273,114,E-ProfessionalGeneralProfile,
259869,22,259861,0,262880,0,262878,25,262876,10,262878,1512000,262871,384000,261616,114,E-ProfessionalGeneralProfile,
259973,22,259962,0,262981,0,262978,0,262976,4,262979,1512000,262972,384000,261631,114,E-ProfessionalGeneralProfile,
260075,22,260065,0,263087,0,263084,0,263082,11,263085,1512000,263071,0,261668,114,E-ProfessionalGeneralProfile,
260175,22,260166,0,263196,0,263189,70,263183,12,263190,702000,263176,0,261681,114,E-ProfessionalGeneralProfile,
260283,22,260267,0,263310,0,263301,70,263294,5,263305,384000,263280,0,261778,114,E-ProfessionalGeneralProfile,
260606,22,260600,0,263409,0,263401,81,263393,5,263404,384000,263380,0,261880,114,E-ProfessionalGeneralProfile,
260623,22,260610,0,263706,0,263702,0,263697,16,263703,1512000,263683,1512000,261980,114,E-ProfessionalGeneralProfile,
260658,22,260653,0,263719,0,263717,33,263715,6,263717,384000,263709,1512000,262082,114,E-ProfessionalGeneralProfile,
260675,22,260669,0,263777,126731,263775,37,263773,19,263775,384000,263730,1512000,262183,114,E-ProfessionalGeneralProfile,
260779,22,260769,0,263853,542162,263850,0,263848,11,263851,384000,263835,1512000,262283,114,E-ProfessionalGeneralProfile,
260878,22,260869,0,263940,0,263937,12,263936,4,263938,384000,263932,1512000,262646,114,E-ProfessionalGeneralProfile,
260978,22,260970,0,264016,0,264010,30,264003,0,264012,384000,263985,384000,262685,114,E-ProfessionalGeneralProfile,
261084,22,261070,0,264161,1387189,264157,52,264107,4,264158,1512000,264086,384000,262697,114,E-ProfessionalGeneralProfile,
261180,22,261171,0,264197,596154,264195,57,264189,30,264195,1512000,264185,1512000,262709,114,E-ProfessionalGeneralProfile,
261278,22,261271,0,264298,888846,264295,0,264292,30,264295,1134000,264285,1512000,262775,114,E-ProfessionalGeneralProfile,
261625,22,261615,0,264668,200733,264665,53,264663,27,264666,1512000,264658,1026000,262871,114,E-ProfessionalGeneralProfile,
261662,22,261630,0,264678,211881,264676,33,264673,25,264676,1512000,264668,1026000,262972,114,E-ProfessionalGeneralProfile,
261675,22,261667,0,264733,53198,264730,0,264727,24,264731,1242000,264679,1026000,263072,114,E-ProfessionalGeneralProfile,
261688,22,261680,0,264747,0,264742,50,264739,25,264745,1242000,264734,1026000,263177,114,E-ProfessionalGeneralProfile,
261854,22,261777,0,264844,1285434,264840,33,264838,9,264842,1512000,264826,1512000,263281,114,E-ProfessionalGeneralProfile,
261886,22,261878,0,264950,1046016,264941,65,264934,26,264942,1134000,264929,1026000,263381,114,E-ProfessionalGeneralProfile,
261987,22,261978,0,265084,1766831,265081,0,265079,41,265082,1512000,265027,1512000,263684,114,E-ProfessionalGeneralProfile,
262086,22,262081,0,265149,1655969,265141,60,265136,41,265142,1458000,265129,1350000,263709,114,E-ProfessionalGeneralProfile,
262195,22,262182,0,265239,576813,265236,38,265235,23,265237,1026000,265230,1026000,263730,114,E-ProfessionalGeneralProfile,
262289,22,262282,0,265416,0,265412,39,265346,22,265413,1026000,265332,1026000,263836,114,E-ProfessionalGeneralProfile,
262680,22,262644,0,265732,186143,265729,45,265727,23,265730,1026000,265722,1512000,263932,114,E-ProfessionalGeneralProfile,
262692,22,262684,0,265754,228139,265747,33,265745,0,265748,1026000,265737,1512000,263986,114,E-ProfessionalGeneralProfile,
262702,22,262697,0,265768,168304,265765,60,265763,16,265766,1026000,265755,1026000,264087,114,E-ProfessionalGeneralProfile,
262770,22,262706,0,265814,71976,265812,35,265809,20,265812,1026000,265769,1512000,264185,114,E-ProfessionalGeneralProfile,
262780,22,262774,0,265878,0,265875,0,265873,15,265876,1026000,265868,1512000,264285,114,E-ProfessionalGeneralProfile,
262876,22,262870,0,265980,0,265977,16,265974,6,265978,1026000,265968,1026000,264658,114,E-ProfessionalGeneralProfile,
262977,22,262970,0,266080,292977,266076,42,266075,14,266078,1512000,266068,1512000,264669,114,E-ProfessionalGeneralProfile,
263083,22,263071,0,266180,0,266176,70,266174,33,266176,1134000,266169,1026000,264679,114,E-ProfessionalGeneralProfile,
263186,22,263175,0,266284,0,266281,35,266277,12,266282,1026000,266271,1026000,264735,114,E-ProfessionalGeneralProfile,
263296,22,263276,0,266387,0,266383,54,266380,16,266384,1026000,266371,1026000,264826,114,E-ProfessionalGeneralProfile,
263396,22,263378,0,266768,174246,266765,0,266732,31,266766,1026000,266727,1512000,264929,114,E-ProfessionalGeneralProfile,
263698,22,263682,0,266778,127191,266775,25,266774,21,266776,1026000,266769,1512000,265028,114,E-ProfessionalGeneralProfile,
263715,22,263707,0,266788,42545,266786,50,266784,25,266786,1026000,266778,1512000,265130,114,E-ProfessionalGeneralProfile,
263773,22,263729,0,266841,109607,266839,33,266837,13,266840,1026000,266832,1512000,265230,114,E-ProfessionalGeneralProfile,
263849,22,263831,0,266997,0,266994,25,266991,0,266995,1026000,266933,1026000,265333,114,E-ProfessionalGeneralProfile,
263936,22,263931,0,267050,0,267046,21,267044,15,267047,1026000,267035,1026000,265722,114,E-ProfessionalGeneralProfile,
264005,22,263983,0,267150,0,267147,30,267144,12,267148,1026000,267136,1026000,265737,114,E-ProfessionalGeneralProfile,
264119,22,264084,0,267251,0,267248,0,267245,5,267249,1026000,267236,1026000,265756,114,E-ProfessionalGeneralProfile,
264190,22,264184,0,267358,350838,267352,57,267348,19,267354,1026000,267337,1026000,265770,114,E-ProfessionalGeneralProfile,
264293,22,264284,0,267449,0,267444,42,267442,17,267447,1512000,267437,1026000,265868,114,E-ProfessionalGeneralProfile,
264664,22,264657,0,,,,,,,,,,,265969,114,E-ProfessionalGeneralProfile,
264674,22,264668,0,,,,,,,,,,,266069,114,E-ProfessionalGeneralProfile,
264728,22,264678,0,,,,,,,,,,,266169,114,E-ProfessionalGeneralProfile,
264740,22,264734,0,,,,,,,,,,,266271,114,E-ProfessionalGeneralProfile,
264838,22,264825,0,,,,,,,,,,,266371,114,E-ProfessionalGeneralProfile,
264935,22,264926,0,,,,,,,,,,,266727,114,E-ProfessionalGeneralProfile,
265080,22,265026,0,,,,,,,,,,,266769,114,E-ProfessionalGeneralProfile,
265137,22,265129,0,,,,,,,,,,,266779,114,E-ProfessionalGeneralProfile,
265151,22,265150,0,,,,,,,,,,,266833,114,E-ProfessionalGeneralProfile,
265235,22,265229,0,,,,,,,,,,,266934,114,E-ProfessionalGeneralProfile,
265347,22,265331,0,,,,,,,,,,,267036,114,E-ProfessionalGeneralProfile,
265727,22,265721,0,,,,,,,,,,,267136,114,E-ProfessionalGeneralProfile,
265746,22,265732,0,,,,,,,,,,,267236,114,E-ProfessionalGeneralProfile,
265764,22,265755,0,,,,,,,,,,,267338,114,E-ProfessionalGeneralProfile,
265810,22,265769,0,,,,,,,,,,,267437,114,E-ProfessionalGeneralProfile,
265873,22,265867,0,,,,,,,,,,,,,,
265975,22,265967,0,,,,,,,,,,,,,,
266075,22,266068,0,,,,,,,,,,,,,,
266174,22,266168,0,,,,,,,,,,,,,,
266278,22,266269,0,,,,,,,,,,,,,,
266381,22,266370,0,,,,,,,,,,,,,,
266732,22,266726,0,,,,,,,,,,,,,,
266774,22,266768,0,,,,,,,,,,,,,,
266784,22,266778,0,,,,,,,,,,,,,,
266838,22,266832,0,,,,,,,,,,,,,,
266992,22,266932,0,,,,,,,,,,,,,,
267044,22,267034,0,,,,,,,,,,,,,,
267145,22,267135,0,,,,,,,,,,,,,,
267246,22,267235,0,,,,,,,,,,,,,,
267349,22,267336,0,,,,,,,,,,,,,,
267442,22,267436,0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,

"Android System"
Timestamp  [ms],CPU Load  [%],Mobile Bytes Sent  [bytes],Mobile Bytes Received  [bytes],Other Bytes Sent  [bytes],Other Bytes Received  [bytes]
597,3.809523820877075,0,0,0,0
1653,6.571942940354347E-4,0,0,0,0
4652,4.693403316196054E-4,0,0,0,0
5673,2.9268293380737305,0,0,0,0
6646,0.0,0,0,0,0
7714,1.9950125217437744,0,0,0,0
8686,9.375322260893881E-4,0,0,0,0
9700,6.568754906766117E-4,0,0,0,0
10667,2.6455025672912598,0,0,0,0
11732,2.3364486694335938,0,0,0,0
12757,0.0,0,0,0,0
13733,6.252766470424831E-4,0,0,0,0
14737,2.5252525806427,0,0,0,0
15892,0.0,0,0,0,0
16887,0.00417540455237031,0,0,0,0
17760,0.0021572504192590714,0,0,0,0
18813,3.535353422164917,0,0,0,0
20005,2.6190476417541504,0,0,0,0
20955,7.027027130126953,0,0,0,0
21877,3.8888888359069824,0,0,0,0
22897,1.5873016119003296,0,0,0,0
23978,1.2645914554595947,0,0,0,0
24981,3.6269431114196777,0,0,0,0
25915,6.818181991577148,0,0,0,0
27003,1.4580801725387573,0,0,0,0
28164,2.387267827987671,0,0,0,0
29003,3.726708173751831,0,0,0,0
30033,5.025125503540039,0,0,0,0
31062,0.0,0,0,0,0
32041,7.496469770558178E-4,0,0,0,0
33069,3.9603960514068604,0,0,0,0
34109,2.955665111541748,0,0,0,0
35090,0.0,0,0,0,0
36130,0.0010213226778432727,0,0,0,0
